45713126;1.7;3;0;40;5.1;0;5;3
45713130;1.8;3;0;40;5.4;0;4.5;3
45713135;1.9;3;0;40;5.7;0;4.5;3
45713140;2;3;0;40;6;0;4;3
45713143;2.1;3;0;40;6.3;0;3.5;3
45713146;2.2;3;0;40;6.6;0;3;3
45713150;2.3;3;0;40;6.9;0;2.5;3
45713155;2.4;3;0;40;7.2;0;2.5;3
45713160;2.5;3;0;40;7.5;0;2;3
45713165;2.6;3;0;45;7.8;0;1.5;3
45713170;2.7;3;0;45;8.1;0;1;3
45713172;2.8;3;0;45;8.4;0;1;3
45713176;2.9;3;0;45;8.7;0;0.5;3
5230138;2;2;0;42;6;0;0;3
5230140;2;6;0;54;6;0;8;3
5230158;2.5;2.5;0;42;7;0;0;3
5230160;2.5;6;0;54;6;0;7.5;3
5230178;3;3;0;45;7;0;0;3
5230180;3;6;0;57;7;0;6;3
5230198;3.5;3.5;0;50;7;0;0;3
5230200;3.5;6;0;57;7;0;5.5;3
5230218;4;4;0;50;8;0;0;3
5230220;4;6;0;57;8;0;4.5;3
5230238;4.5;4.5;0;50;8;0;0;3
5230240;4.5;6;0;57;8;0;3.5;3
5230258;5;5;0;50;10;0;0;3
5230260;5;6;0;57;10;0;2.5;3
5230278;5.5;5.5;0;57;10;0;0;3
5230280;5.5;6;0;57;10;0;1.5;3
5230300;6;6;0;57;10;0;0;3
5230322;6.5;8;0;63;13;0;2.5;3
5230331;7;8;0;63;13;0;2;3
5230362;7.5;8;0;63;16;0;1;3
5230391;8;8;0;63;16;0;0;3
5230410;8.5;10;0;72;16;0;2.5;3
5230420;9;10;0;72;16;0;1.5;3
5230430;9.5;10;0;72;19;0;1;3
5230450;10;10;0;72;19;0;0;3
5230470;11;12;0;83;22;0;1.5;3
5230501;12;12;0;83;22;0;0;3
5230540;13;14;0;83;22;0;1.5;3
5230570;14;14;0;83;22;0;0;3
5230581;15;16;0;92;26;0;1;3
5230610;16;16;0;92;26;0;0;3
5230640;18;18;0;92;26;0;0;3
5230682;20;20;0;104;32;0;0;3
5230710;22;20;0;104;38;0;0;3
5230772;25;25;0;121;45;0;0;3
5236120;1.5;6;0;38;3;0;11.5;3
5236140;2;6;0;38;3;0;11;3
5236160;2.5;6;0;38;3;0;10;3
5236180;3;6;0;38;4;0;8;3
5236200;3.5;6;0;38;4;0;7;3
5236220;4;6;0;38;5;0;5.5;3
5236240;4.5;6;0;38;5;0;4.5;3
5236260;5;6;0;38;6;0;3;3
5236300;6;6;0;38;7;0;0;3
5236331;7;8;0;41;8;0;2.5;3
5236391;8;8;0;41;9;0;0;3
5236420;9;10;0;48;10;0;2.5;3
5236450;10;10;0;48;11;0;0;3
5271450;10;10;9.2;72;16;31;0;2
5271501;12;12;11;83;19;37;0;2
5271610;16;16;15;92;25;43;0;2
5271682;20;20;19;104;31;53;0;2
5271503;12;12;11;83;19;37;0;2
5271612;16;16;15;92;25;43;0;2
5271684;20;20;19;104;31;53;0;2
5271774;25;25;24;121;39;64;0;2
5271614;16;16;15;92;25;43;0;2
5271686;20;20;19;104;31;53;0;2
5271776;25;25;24;121;39;64;0;2
5275180;3;6;2.8;57;4;9;5.9;2
5275220;4;6;3.7;57;5;12;3.7;2
5275260;5;6;4.6;57;6;15;1.7;2
5275300;6;6;5.5;57;7;20;0;2
5275391;8;8;7.4;63;9;26;0;2
5275450;10;10;9.2;72;11;31;0;2
5275501;12;12;11;83;13;37;0;2
5275610;16;16;15;92;17;43;0;2
5275682;20;20;19;104;21;53;0;2
5275772;25;25;24;121;26;64;0;2
5276300;6;6;5.5;57;7;20;0;3
5276391;8;8;7.4;63;9;26;0;3
5276450;10;10;9.2;72;11;31;0;3
5276501;12;12;11;83;13;37;0;3
5276610;16;16;15;92;17;43;0;3
5276682;20;20;19;104;21;53;0;3
5276772;25;25;24;121;26;64;0;3
5277300;6;6;5.5;70;7;33;0;2
5277391;8;8;7.4;80;9;43;0;2
5277450;10;10;9.2;84;11;43;0;2
5277501;12;12;11;97;13;51;0;2
5277610;16;16;15;115;17;66;0;2
5277682;20;20;19;130;21;79;0;2
5290140;2;6;1.9;57;4;6;9;2
5290180;3;6;2.8;57;6;9;6.4;2
5290220;4;6;3.7;57;8;12;4;2
5290260;5;6;4.6;57;10;15;1.9;2
5290300;6;6;5.5;57;12;20;0;2
5290391;8;8;7.4;63;16;26;0;2
5290450;10;10;9.2;72;20;31;0;2
5290501;12;12;11;83;24;37;0;2
5290610;16;16;15;92;32;43;0;2
5290682;20;20;19;104;40;53;0;2
5330140;2;6;0;54;6;0;8;3
5330160;2.5;6;0;54;6;0;7.5;3
5330180;3;6;0;57;7;0;6;3
5330200;3.5;6;0;57;7;0;5.5;3
5330220;4;6;0;57;8;0;4.5;3
5330240;4.5;6;0;57;8;0;3.5;3
5330260;5;6;0;57;10;0;2.5;3
5330280;5.5;6;0;57;10;0;1.5;3
5330300;6;6;0;57;10;0;0;3
5330322;6.5;8;0;63;13;0;2.5;3
5330331;7;8;0;63;13;0;2;3
5330362;7.5;8;0;63;16;0;1;3
5330391;8;8;0;63;16;0;0;3
5330410;8.5;10;0;72;16;0;2.5;3
5330420;9;10;0;72;16;0;1.5;3
5330430;9.5;10;0;72;19;0;1;3
5330450;10;10;0;72;19;0;0;3
5330470;11;12;0;83;22;0;1.5;3
5330501;12;12;0;83;22;0;0;3
5330540;13;14;0;83;22;0;1.5;3
5330570;14;14;0;83;22;0;0;3
5330581;15;16;0;92;26;0;1;3
5330610;16;16;0;92;26;0;0;3
5330640;18;18;0;92;26;0;0;3
5330682;20;20;0;104;32;0;0;3
5330710;22;20;0;104;38;0;0;3
5330772;25;25;0;121;45;0;0;3
5332140;2;6;0;63;12;0;6;3
5332160;2.5;6;0;63;13;0;5;3
5332180;3;6;0;63;14;0;4.5;3
5332220;4;6;0;63;17;0;3;3
5332260;5;6;0;63;19;0;1.5;3
5332300;6;6;0;63;19;0;0;3
5332331;7;8;0;72;24;0;1.5;3
5332391;8;8;0;72;28;0;0;3
5332420;9;10;0;84;28;0;1;3
5332450;10;10;0;84;34;0;0;3
5332501;12;12;0;97;40;0;0;3
5332610;16;16;0;108;48;0;0;3
5332682;20;20;0;122;56;0;0;3
5333180;3;6;2.8;63;8;14;4.5;3
5333220;4;6;3.7;63;11;16;3;3
5333260;5;6;4.6;63;13;18;1.5;3
5333300;6;6;5.5;63;13;26;0;3
5333391;8;8;7.4;72;19;35;0;3
5333450;10;10;9.2;84;22;43;0;3
5333501;12;12;11;97;26;51;0;3
5333610;16;16;15;108;32;59;0;3
5336120;1.5;6;0;38;3;0;11.5;3
5336140;2;6;0;38;3;0;11;3
5336160;2.5;6;0;38;3;0;10;3
5336180;3;6;0;38;4;0;8;3
5336200;3.5;6;0;38;4;0;7;3
5336220;4;6;0;38;5;0;5.5;3
5336240;4.5;6;0;38;5;0;4.5;3
5336260;5;6;0;38;6;0;3;3
5336300;6;6;0;38;7;0;0;3
5336331;7;8;0;41;8;0;2.5;3
5336391;8;8;0;41;9;0;0;3
5336420;9;10;0;48;10;0;2.5;3
5336450;10;10;0;48;11;0;0;3
5710030;3;3;0;40;1;0;9;2
5710040;4;3;0;40;1;0;9;2
5710050;5;3;0;40;1.5;0;8.5;2
5710060;6;3;0;40;1.5;0;8.5;2
5710070;7;3;0;40;2;0;8;2
5710080;8;3;0;40;2;0;8;2
5710090;9;3;0;40;2.5;0;7.5;2
5710100;1;3;0;40;3;0;7;2
5710104;1.1;3;0;40;3;0;6.5;2
5710108;1.2;3;0;40;4;0;6;2
5710112;1.3;3;0;40;4;0;5.5;2
5710116;1.4;3;0;40;4;0;5.5;2
5710120;1.5;3;0;40;4;0;5.5;2
5710123;1.6;3;0;40;5;0;4.5;2
5710126;1.7;3;0;40;5;0;5.5;2
5710130;1.8;3;0;40;5;0;5.5;2
5710135;1.9;3;0;40;5;0;5;2
5710140;2;3;0;40;5;0;4.5;2
5710143;2.1;3;0;40;6;0;4;2
5710146;2.2;3;0;40;6;0;3.5;2
5710150;2.3;3;0;40;6;0;3;2
5710155;2.4;3;0;40;6;0;2.5;2
5710160;2.5;3;0;40;7;0;2;2
5710180;3;4;0;44;10;0;2.5;2
5785030;3;3;0;40;1;0;9;2
5785040;4;3;0;40;1;0;8.9;2
5785050;5;3;0;40;1.5;0;8.4;2
5785060;6;3;0;40;1.5;0;8.3;2
5785070;7;3;0;40;2;0;7.8;2
5785080;8;3;0;40;2;0;7.7;2
5785090;9;3;0;40;2.5;0;7.2;2
5785100;1;3;0;40;3;0;6.7;2
5785108;1.2;3;0;40;4;0;5.7;2
5785120;1.5;3;0;40;4;0;5.3;2
5785130;1.8;3;0;40;5;0;5.2;2
5785140;2;3;0;40;5;0;4.6;2
5785160;2.5;3;0;40;7;0;2;2
5785180;3;4;0;44;10;0;2.6;2
C0391300;6;6;0;57;13;0;0;3
C0391402;8;10;0;69;19;0;2.5;3
C0391450;10;10;0;72;22;0;0;3
C0391501;12;12;0;83;26;0;0;3
C0391610;16;16;0;92;32;0;0;3
C0391682;20;20;0;104;38;0;0;3
C0391772;25;25;0;121;45;0;0;3
C0393450;10;10;0;95;45;0;0;3
C0393501;12;12;0;110;53;0;0;3
C0393610;16;16;0;123;63;0;0;3
C0393682;20;20;0;141;75;0;0;3
C0393772;25;25;0;166;90;0;0;3
C15297300;6;6;0;63;19;0;0;3
C15297391;8;8;0;72;28;0;0;3
C15297450;10;10;0;84;34;0;0;3
C15297501;12;12;0;97;40;0;0;3
C15297610;16;16;0;108;48;0;0;3
C15297682;20;20;0;122;56;0;0;3
C15298300;6;6;5.5;63;13;26;0;3
C15298391;8;8;7.4;72;19;35;0;3
C15298450;10;10;9.2;84;22;43;0;3
C15298501;12;12;11;97;26;51;0;3
C15298610;16;16;15;108;32;59;0;3
C15298682;20;20;19;122;38;71;0;3
C15298772;25;25;24;144;45;87;0;3
C15397300;6;6;0;63;19;0;0;3
C15397391;8;8;0;72;28;0;0;3
C15397450;10;10;0;84;34;0;0;3
C15397501;12;12;0;97;40;0;0;3
C15397610;16;16;0;108;48;0;0;3
C15397682;20;20;0;122;56;0;0;3
C15398300;6;6;5.5;63;13;26;0;3
C15398391;8;8;7.4;72;19;35;0;3
C15398450;10;10;9.2;84;22;43;0;3
C15398501;12;12;11;97;26;51;0;3
C15398610;16;16;15;108;32;59;0;3
C15398682;20;20;19;122;38;71;0;3
C15398772;25;25;24;144;45;87;0;3
C15520140;2;6;1.9;57;7;10;7;2
C15520180;3;6;2.8;57;8;14;4.5;2
C15520220;4;6;3.7;57;11;16;3;2
C15520260;5;6;4.6;57;13;18;1.5;2
C15520300;6;6;5.5;57;13;20;0;2
C15520391;8;8;7.4;63;19;26;0;2
C15520450;10;10;9.2;72;22;31;0;2
C15520501;12;12;11;83;26;37;0;2
C15520610;16;16;15;92;32;43;0;2
C15520682;20;20;19;104;38;53;0;2
C15525300;6;6;5.5;57;13;20;0;2
C15525391;8;8;7.4;63;19;26;0;2
C15525450;10;10;9.2;72;22;31;0;2
C15525501;12;12;11;83;26;37;0;2
C15525610;16;16;15;92;32;43;0;2
C15525682;20;20;19;104;38;53;0;2
C15530180;3;6;2.8;57;8;14;4.5;3
C15530220;4;6;3.7;57;11;16;3;3
C15530260;5;6;4.6;57;13;18;1.5;3
C15530300;6;6;5.5;57;13;20;0;3
C15530391;8;8;7.4;63;19;26;0;3
C15530450;10;10;9.2;72;22;31;0;3
C15530501;12;12;11;83;26;37;0;3
C15530610;16;16;15;92;32;43;0;3
C15530682;20;20;19;104;38;53;0;3
C15535300;6;6;5.5;57;12;20;0;3
C15535391;8;8;7.4;63;19;26;0;3
C15535450;10;10;9.2;72;22;31;0;3
C15535501;12;12;11;83;26;37;0;3
C15535610;16;16;15;92;32;43;0;3
